State,StateCode,Municipality,MunicipalityCode,Locality,Schools,Students,StudentsFemale,StudentsMale,Teachers
CHIAPAS,7,SALTO DE AGUA,077,LA CONCORDIA (MONTE GRANDE),2,40,20,20,2
CHIAPAS,7,SALTO DE AGUA,077,LA CONFORMIDAD,2,69,35,34,3
CHIAPAS,7,SALTO DE AGUA,077,LA FLOR DE BASCÁN,2,69,36,33,3
CHIAPAS,7,SALTO DE AGUA,077,LA GRANJA,3,43,25,18,4
CHIAPAS,7,SALTO DE AGUA,077,LA ROSA DE BASCÁN 1RA. SECCIÓN,1,5,3,2,1
CHIAPAS,7,SALTO DE AGUA,077,LA TRONCONADA,2,117,62,55,6
CHIAPAS,7,SALTO DE AGUA,077,LAS COLMENAS,2,70,34,36,3
CHIAPAS,7,SALTO DE AGUA,077,LAS NUBES,3,17,7,10,3
CHIAPAS,7,SALTO DE AGUA,077,LAS PALMAS,2,65,28,37,3
CHIAPAS,7,SALTO DE AGUA,077,LAS VEGAS,1,5,2,3,1
CHIAPAS,7,SALTO DE AGUA,077,LÁZARO CÁRDENAS,3,106,59,47,5
CHIAPAS,7,SALTO DE AGUA,077,LICENCIADO LUIS ECHEVERRÍA ÁLVAREZ,2,105,50,55,4
CHIAPAS,7,SALTO DE AGUA,077,LINDAVISTA,2,22,12,10,2
CHIAPAS,7,SALTO DE AGUA,077,LOMAS DE VENADO,2,98,55,43,4
CHIAPAS,7,SALTO DE AGUA,077,LOS LUCEROS 1RA. SECCIÓN,3,149,61,88,8
CHIAPAS,7,SALTO DE AGUA,077,LOS LUCEROS 2DA. SECCIÓN,3,164,84,80,7
CHIAPAS,7,SALTO DE AGUA,077,LOTE OCHO (LA GLORIA),2,116,59,57,5
CHIAPAS,7,SALTO DE AGUA,077,LUMIJA,2,43,24,19,3
CHIAPAS,7,SALTO DE AGUA,077,LUMIJA 2DA. SECCIÓN,2,10,6,4,2
CHIAPAS,7,SALTO DE AGUA,077,LUMIJÁ 3RA. SECCIÓN,2,12,6,6,2
CHIAPAS,7,SALTO DE AGUA,077,MI PATRIA ES PRIMERO,2,44,24,20,2
CHIAPAS,7,SALTO DE AGUA,077,MIGUEL HIDALGO DOS,1,6,1,5,1
CHIAPAS,7,SALTO DE AGUA,077,MONTEBELLO FRACCIÓN I,1,11,6,5,1
CHIAPAS,7,SALTO DE AGUA,077,NAZARETH,3,160,73,87,9
CHIAPAS,7,SALTO DE AGUA,077,NUEVA ESPERANZA,2,63,28,35,3
CHIAPAS,7,SALTO DE AGUA,077,NUEVA PALESTINA (SAN JORGE),1,19,10,9,2
CHIAPAS,7,SALTO DE AGUA,077,NUEVA PRECIOSA (BULUJIB),2,89,40,49,4
CHIAPAS,7,SALTO DE AGUA,077,NUEVO BERLÍN,2,100,53,47,4
CHIAPAS,7,SALTO DE AGUA,077,NUEVO EMILIANO ZAPATA,2,14,8,6,2
CHIAPAS,7,SALTO DE AGUA,077,NUEVO JOSHIL (LOMA BONITA),1,14,4,10,1
CHIAPAS,7,SALTO DE AGUA,077,NUEVO MUNDO,5,294,152,142,12
CHIAPAS,7,SALTO DE AGUA,077,PALMA TULIJÁ,2,79,40,39,3
CHIAPAS,7,SALTO DE AGUA,077,PASO NARANJO 1RA. SECCIÓN,2,89,39,50,3
CHIAPAS,7,SALTO DE AGUA,077,PLAN DE AYALA,3,45,23,22,5
CHIAPAS,7,SALTO DE AGUA,077,POTIOJA 1RA. SECCIÓN,2,44,23,21,3
CHIAPAS,7,SALTO DE AGUA,077,POTIOJA 2DA. SECCIÓN,2,75,38,37,3
CHIAPAS,7,SALTO DE AGUA,077,PRIMERO DE ENERO,1,18,11,7,1
CHIAPAS,7,SALTO DE AGUA,077,PUEBLO NUEVO,2,43,22,21,3
CHIAPAS,7,SALTO DE AGUA,077,PUNTA BRAVA 1RA. SECCIÓN,2,109,53,56,5
CHIAPAS,7,SALTO DE AGUA,077,PUNTA BRAVA 2DA. SECCIÓN,4,222,113,109,11
CHIAPAS,7,SALTO DE AGUA,077,RECUERDO IXTELJA,1,22,12,10,1
CHIAPAS,7,SALTO DE AGUA,077,RÍO JORDÁN,3,606,273,333,20
CHIAPAS,7,SALTO DE AGUA,077,RÍO TULIJA,2,204,101,103,8
CHIAPAS,7,SALTO DE AGUA,077,SALTO DE AGUA,17,2442,1196,1246,144
CHIAPAS,7,SALTO DE AGUA,077,SAN AGUSTÍN,2,82,32,50,5
CHIAPAS,7,SALTO DE AGUA,077,SAN ANDRÉS,2,68,31,37,3
CHIAPAS,7,SALTO DE AGUA,077,SAN FRANCISCO NO TE DIJE,2,37,17,20,3
CHIAPAS,7,SALTO DE AGUA,077,SAN JOSÉ EL BASCÁN,1,7,2,5,1
CHIAPAS,7,SALTO DE AGUA,077,SAN JOSÉ IXTELJA,2,22,10,12,2
CHIAPAS,7,SALTO DE AGUA,077,SAN JOSÉ SIVALCHEN,2,43,21,22,3
CHIAPAS,7,SALTO DE AGUA,077,SAN JUAN BARTOLOMÉ,2,172,81,91,5
CHIAPAS,7,SALTO DE AGUA,077,SAN JUAN DEL ALTO 1RA. SECCIÓN,1,18,8,10,1
CHIAPAS,7,SALTO DE AGUA,077,SAN MIGUEL,3,423,208,215,20
CHIAPAS,7,SALTO DE AGUA,077,SAN MIGUEL TULIJA,3,87,48,39,4
CHIAPAS,7,SALTO DE AGUA,077,SAN PEDRO SABANA,4,365,166,199,16
CHIAPAS,7,SALTO DE AGUA,077,SAN RAFAEL,2,59,30,29,3
CHIAPAS,7,SALTO DE AGUA,077,SANTA CRUZ DE LUMIJA,3,41,19,22,4
CHIAPAS,7,SALTO DE AGUA,077,SANTA LUCÍA 1RA. SECCIÓN,2,55,25,30,3
CHIAPAS,7,SALTO DE AGUA,077,SANTA LUCÍA 2DA. SECCIÓN,3,130,79,51,7
CHIAPAS,7,SALTO DE AGUA,077,SANTA MARÍA,3,323,164,159,13
CHIAPAS,7,SALTO DE AGUA,077,SANTA ROSA,2,14,9,5,2
CHIAPAS,7,SALTO DE AGUA,077,SANTA ROSA BASCÁN,2,13,5,8,2
CHIAPAS,7,SALTO DE AGUA,077,SHINTIEJA,2,22,13,9,3
CHIAPAS,7,SALTO DE AGUA,077,SUCLUMPA,4,858,413,445,17
CHIAPAS,7,SALTO DE AGUA,077,TEANIJÁ,1,17,8,9,1
CHIAPAS,7,SALTO DE AGUA,077,TIEMOPA,3,200,113,87,11
CHIAPAS,7,SALTO DE AGUA,077,TIENTIUL GRANDE 1RA. SECCIÓN,2,52,18,34,2
CHIAPAS,7,SALTO DE AGUA,077,TIENTIUL GRANDE 2DA. SECCIÓN (AGUA POTABLE),3,200,98,102,8
CHIAPAS,7,SALTO DE AGUA,077,TIERRA Y LIBERTAD,2,70,33,37,4
CHIAPAS,7,SALTO DE AGUA,077,TIOQUIPA EL BASCÁN,3,307,146,161,12
CHIAPAS,7,SALTO DE AGUA,077,TRÁNSITO PARAÍSO,2,23,11,12,2
CHIAPAS,7,SALTO DE AGUA,077,TRAPICHE,4,270,130,140,13
CHIAPAS,7,SALTO DE AGUA,077,ÚRSULO GALVÁN,4,288,151,137,12
CHIAPAS,7,SALTO DE AGUA,077,VICENTE GUERRERO,5,729,360,369,27
CHIAPAS,7,SALTO DE AGUA,077,XUYA-HA,2,70,33,37,3
CHIAPAS,7,SALTO DE AGUA,077,YAXSCHÁ,3,63,26,37,5
CHIAPAS,7,SALTO DE AGUA,077,YIXHTIÉ,1,8,4,4,1
CHIAPAS,7,SAN CRISTÓBAL DE LAS CASAS,078,AGUA DE PAJARITO,1,147,79,68,4
CHIAPAS,7,SAN CRISTÓBAL DE LAS CASAS,078,BUENAVISTA,4,202,96,106,10
CHIAPAS,7,SAN CRISTÓBAL DE LAS CASAS,078,CAMPO GRANDE,1,16,7,9,1
CHIAPAS,7,SAN CRISTÓBAL DE LAS CASAS,078,CARRIZAL CHIQUITO (CARRIZALITO),1,6,3,3,1
CHIAPAS,7,SAN CRISTÓBAL DE LAS CASAS,078,CORAZÓN DE MARÍA,4,415,221,194,16
CHIAPAS,7,SAN CRISTÓBAL DE LAS CASAS,078,CORRALITO DOS PAZOTAL,1,20,16,4,1
CHIAPAS,7,SAN CRISTÓBAL DE LAS CASAS,078,CORRALITO UNO,3,80,39,41,5
CHIAPAS,7,SAN CRISTÓBAL DE LAS CASAS,078,CRUZ CANTULAM,2,29,11,18,3
CHIAPAS,7,SAN CRISTÓBAL DE LAS CASAS,078,DOS LAGUNAS (LA SOLEDAD FRACCIÓN DOS),2,91,44,47,4
CHIAPAS,7,SAN CRISTÓBAL DE LAS CASAS,078,EL AGUAJE (LA ALBARADA),3,810,407,403,23
CHIAPAS,7,SAN CRISTÓBAL DE LAS CASAS,078,EL BOSQUE,2,38,19,19,2
CHIAPAS,7,SAN CRISTÓBAL DE LAS CASAS,078,EL CARMEN ARCOTETE,2,77,36,41,3
CHIAPAS,7,SAN CRISTÓBAL DE LAS CASAS,078,EL CIPRÉS,2,20,9,11,2
CHIAPAS,7,SAN CRISTÓBAL DE LAS CASAS,078,EL DURAZNAL,2,65,29,36,3
CHIAPAS,7,SAN CRISTÓBAL DE LAS CASAS,078,EL ESCALÓN,3,231,127,104,10
CHIAPAS,7,SAN CRISTÓBAL DE LAS CASAS,078,EL MANZANILLO,2,74,33,41,4
CHIAPAS,7,SAN CRISTÓBAL DE LAS CASAS,078,EL MONTE DE SIÓN,3,118,57,61,4
CHIAPAS,7,SAN CRISTÓBAL DE LAS CASAS,078,EL PAISAJE,1,13,8,5,1
CHIAPAS,7,SAN CRISTÓBAL DE LAS CASAS,078,EL PINAR,3,240,118,122,11
CHIAPAS,7,SAN CRISTÓBAL DE LAS CASAS,078,EL VERGELITO,1,23,12,11,1
CHIAPAS,7,SAN CRISTÓBAL DE LAS CASAS,078,FRAY BARTOLOMÉ,2,98,37,61,4
CHIAPAS,7,SAN CRISTÓBAL DE LAS CASAS,078,GUADALUPE EL TÚNEL,1,45,27,18,1
CHIAPAS,7,SAN CRISTÓBAL DE LAS CASAS,078,GUADALUPE SHUNCALÁ,3,75,38,37,5
CHIAPAS,7,SAN CRISTÓBAL DE LAS CASAS,078,HUITEPEC OCOTAL SECCIÓN I,2,56,26,30,4
CHIAPAS,7,SAN CRISTÓBAL DE LAS CASAS,078,HUITEPEC OCOTAL SECCIÓN II,2,61,28,33,3
CHIAPAS,7,SAN CRISTÓBAL DE LAS CASAS,078,HUITEPEC SANTA ANITA,2,43,23,20,3
CHIAPAS,7,SAN CRISTÓBAL DE LAS CASAS,078,JABALTOJTIC,2,26,15,11,3
CHIAPAS,7,SAN CRISTÓBAL DE LAS CASAS,078,LA CANDELARIA,3,636,296,340,31
CHIAPAS,7,SAN CRISTÓBAL DE LAS CASAS,078,LA FLORECILLA,2,163,66,97,9
CHIAPAS,7,SAN CRISTÓBAL DE LAS CASAS,078,LA LAGUNITA,2,50,24,26,2
CHIAPAS,7,SAN CRISTÓBAL DE LAS CASAS,078,LA SELVA NATIVIDAD,2,172,90,82,8
CHIAPAS,7,SAN CRISTÓBAL DE LAS CASAS,078,LA SIERRA,2,212,107,105,7
CHIAPAS,7,SAN CRISTÓBAL DE LAS CASAS,078,LA SOLEDAD LOS CERESOS SECCIÓN UNO,1,5,4,1,1
CHIAPAS,7,SAN CRISTÓBAL DE LAS CASAS,078,LAGUNA GRANDE,2,62,33,29,4
CHIAPAS,7,SAN CRISTÓBAL DE LAS CASAS,078,LAS PALMAS HUITEPEC 3RA. SECCIÓN,1,12,7,5,1
CHIAPAS,7,SAN CRISTÓBAL DE LAS CASAS,078,LAS PERAS,1,304,140,164,3
CHIAPAS,7,SAN CRISTÓBAL DE LAS CASAS,078,LAS PIEDRECITAS,1,11,5,6,1
CHIAPAS,7,SAN CRISTÓBAL DE LAS CASAS,078,LOS LLANOS,2,174,77,97,7
CHIAPAS,7,SAN CRISTÓBAL DE LAS CASAS,078,MATASANO,1,11,5,6,1
CHIAPAS,7,SAN CRISTÓBAL DE LAS CASAS,078,MITZITÓN,4,397,192,205,16
CHIAPAS,7,SAN CRISTÓBAL DE LAS CASAS,078,MOLINO LOS ARCOS,1,114,65,49,3
CHIAPAS,7,SAN CRISTÓBAL DE LAS CASAS,078,NAPITE,4,346,174,172,14
CHIAPAS,7,SAN CRISTÓBAL DE LAS CASAS,078,NUEVO CORRAL CHE'N EL ÁNGEL,3,104,45,59,5
CHIAPAS,7,SAN CRISTÓBAL DE LAS CASAS,078,PEDERNAL,3,133,71,62,7
CHIAPAS,7,SAN CRISTÓBAL DE LAS CASAS,078,PEÑA MARÍA EL PORVENIR,2,52,21,31,3
CHIAPAS,7,SAN CRISTÓBAL DE LAS CASAS,078,POZO COLORADO,2,30,19,11,2
CHIAPAS,7,SAN CRISTÓBAL DE LAS CASAS,078,PREDIO SANTIAGO,2,56,27,29,2
CHIAPAS,7,SAN CRISTÓBAL DE LAS CASAS,078,RANCHO NUEVO,1,43,19,24,2
CHIAPAS,7,SAN CRISTÓBAL DE LAS CASAS,078,RÍO ARCOTETE,3,237,110,127,8
CHIAPAS,7,SAN CRISTÓBAL DE LAS CASAS,078,SAN ANTONIO BUENAVISTA,1,81,33,48,3
CHIAPAS,7,SAN CRISTÓBAL DE LAS CASAS,078,SAN ANTONIO DE LOS BAÑOS,2,36,18,18,3
CHIAPAS,7,SAN CRISTÓBAL DE LAS CASAS,078,SAN ANTONIO DEL MONTE,3,690,342,348,25
CHIAPAS,7,SAN CRISTÓBAL DE LAS CASAS,078,SAN ANTONIO EL PORVENIR,3,23,9,14,3
CHIAPAS,7,SAN CRISTÓBAL DE LAS CASAS,078,SAN ANTONIO LA LAGUNITA,2,30,14,16,3
CHIAPAS,7,SAN CRISTÓBAL DE LAS CASAS,078,SAN ANTONIO LAS ROSAS,2,113,55,58,4
CHIAPAS,7,SAN CRISTÓBAL DE LAS CASAS,078,SAN CRISTÓBAL DE LAS CASAS,289,62082,32026,30056,4010
CHIAPAS,7,SAN CRISTÓBAL DE LAS CASAS,078,SAN ISIDRO LAS HUERTAS,2,56,32,24,4
CHIAPAS,7,SAN CRISTÓBAL DE LAS CASAS,078,SAN ISIDRO OCOTAL,1,50,25,25,1
CHIAPAS,7,SAN CRISTÓBAL DE LAS CASAS,078,SAN JOSÉ BUENAVISTA,2,67,34,33,4
CHIAPAS,7,SAN CRISTÓBAL DE LAS CASAS,078,SAN JOSÉ DE LOS BAÑOS,2,19,14,5,2
CHIAPAS,7,SAN CRISTÓBAL DE LAS CASAS,078,SAN JOSÉ EL CARMEN,1,44,21,23,1
CHIAPAS,7,SAN CRISTÓBAL DE LAS CASAS,078,SAN JUAN BAUTISTA,2,29,18,11,3
CHIAPAS,7,SAN CRISTÓBAL DE LAS CASAS,078,SAN LUIS CHUPACTIC,2,75,37,38,3
CHIAPAS,7,SAN CRISTÓBAL DE LAS CASAS,078,SANTA LUCÍA,2,159,86,73,7
CHIAPAS,7,SAN CRISTÓBAL DE LAS CASAS,078,SANTA ROSA,3,34,15,19,4
CHIAPAS,7,SAN CRISTÓBAL DE LAS CASAS,078,SELVA NATIVIDAD DOS,1,23,11,12,1
CHIAPAS,7,SAN CRISTÓBAL DE LAS CASAS,078,TAZA DE AGUA,2,63,28,35,3
CHIAPAS,7,SAN CRISTÓBAL DE LAS CASAS,078,TAZA DE AGUA UNO,1,8,5,3,1
CHIAPAS,7,SAN CRISTÓBAL DE LAS CASAS,078,TONTIC,1,18,10,8,2
CHIAPAS,7,SAN CRISTÓBAL DE LAS CASAS,078,TZEMENI,1,37,14,23,2
CHIAPAS,7,SAN CRISTÓBAL DE LAS CASAS,078,VILLA HERMOSA,3,37,18,19,4
CHIAPAS,7,SAN CRISTÓBAL DE LAS CASAS,078,VISTAHERMOSA (CARRIZAL GRANDE),2,145,89,56,7
CHIAPAS,7,SAN CRISTÓBAL DE LAS CASAS,078,VISTAHERMOSA HUITEPEC,2,63,36,27,2
CHIAPAS,7,SAN CRISTÓBAL DE LAS CASAS,078,YAALBOC,2,77,40,37,3
CHIAPAS,7,SAN CRISTÓBAL DE LAS CASAS,078,YASHITINÍN,3,425,220,205,19
CHIAPAS,7,SAN CRISTÓBAL DE LAS CASAS,078,ZACUALPA ECATEPEC,3,296,141,155,14
CHIAPAS,7,SAN FERNANDO,079,16 DE SEPTIEMBRE,4,762,394,368,46
CHIAPAS,7,SAN FERNANDO,079,ADOLFO LÓPEZ MATEOS,3,28,16,12,3
CHIAPAS,7,SAN FERNANDO,079,ÁLVARO OBREGÓN,2,328,169,159,14
CHIAPAS,7,SAN FERNANDO,079,BENITO JUÁREZ,5,346,172,174,19
CHIAPAS,7,SAN FERNANDO,079,CANDELARIA,1,10,4,6,1
CHIAPAS,7,SAN FERNANDO,079,CUAUHTÉMOC,4,219,115,104,13
CHIAPAS,7,SAN FERNANDO,079,EL CARMELO,3,164,74,90,9
CHIAPAS,7,SAN FERNANDO,079,EL CHININAL,2,47,18,29,3
CHIAPAS,7,SAN FERNANDO,079,EL COPALAR,1,43,26,17,2
CHIAPAS,7,SAN FERNANDO,079,EL LIMÓN,2,85,36,49,4
CHIAPAS,7,SAN FERNANDO,079,EL MIRADOR,3,43,25,18,4
CHIAPAS,7,SAN FERNANDO,079,EL PACAYAL,2,24,13,11,3
CHIAPAS,7,SAN FERNANDO,079,EL PARAÍSO,2,1182,589,593,93
CHIAPAS,7,SAN FERNANDO,079,EL PORTILLO,1,43,24,19,2
CHIAPAS,7,SAN FERNANDO,079,EL PORVENIR,2,26,12,14,2
CHIAPAS,7,SAN FERNANDO,079,EL PROGRESO,5,633,285,348,30
CHIAPAS,7,SAN FERNANDO,079,EL ROSARIO,2,9,5,4,1
CHIAPAS,7,SAN FERNANDO,079,EL TZITZUN,2,49,21,28,2
CHIAPAS,7,SAN FERNANDO,079,EMILIANO ZAPATA,2,112,53,59,6
CHIAPAS,7,SAN FERNANDO,079,FRANCISCO I. MADERO,3,485,229,256,20
CHIAPAS,7,SAN FERNANDO,079,GABRIEL ESQUINCA,4,592,282,310,23
CHIAPAS,7,SAN FERNANDO,079,LA ESPERANZA,3,40,23,17,4
CHIAPAS,7,SAN FERNANDO,079,LA GLORIA,2,17,4,13,2
CHIAPAS,7,SAN FERNANDO,079,LA PIMIENTA,4,142,67,75,9
CHIAPAS,7,SAN FERNANDO,079,LAS NARANJAS,1,8,4,4,1
CHIAPAS,7,SAN FERNANDO,079,LAS PILAS,3,19,12,7,3
CHIAPAS,7,SAN FERNANDO,079,LAS ROSAS,1,4,1,3,1
CHIAPAS,7,SAN FERNANDO,079,MAURICIO MARTÍNEZ,2,54,27,27,3
CHIAPAS,7,SAN FERNANDO,079,MIGUEL HIDALGO (LENIN),3,332,150,182,15
CHIAPAS,7,SAN FERNANDO,079,MONTERREY,3,203,94,109,8
CHIAPAS,7,SAN FERNANDO,079,NIQUIDÁMBAR,3,31,13,18,4
CHIAPAS,7,SAN FERNANDO,079,NUEVA VICTORIA (GUADALUPE VICTORIA),3,153,78,75,7
CHIAPAS,7,SAN FERNANDO,079,SAN ANTONIO,3,63,32,31,5
CHIAPAS,7,SAN FERNANDO,079,SAN FERNANDO,16,3150,1594,1556,134
CHIAPAS,7,SAN FERNANDO,079,SAN JORGE,3,87,40,47,6
CHIAPAS,7,SAN FERNANDO,079,SAN JOSÉ,2,34,17,17,3
CHIAPAS,7,SAN FERNANDO,079,SAN MIGUEL,3,75,33,42,4
CHIAPAS,7,SAN FERNANDO,079,SAN PEDRO,2,34,12,22,2
CHIAPAS,7,SAN FERNANDO,079,SAN PEDRO (LA MARIMBA),1,17,11,6,2
CHIAPAS,7,SAN FERNANDO,079,SAN SEBASTIÁN TOLEMAIDA,1,4,2,2,1
CHIAPAS,7,SAN FERNANDO,079,SANTA RITA,2,41,20,21,3
CHIAPAS,7,SAN FERNANDO,079,TANKAH PAKBAL,2,9,9,0,2
CHIAPAS,7,SAN FERNANDO,079,TERRERO COPALAR,1,237,121,116,11
CHIAPAS,7,SAN FERNANDO,079,VICENTE GUERRERO,2,136,72,64,8
CHIAPAS,7,SAN FERNANDO,079,VIVA CÁRDENAS,2,383,200,183,16
CHIAPAS,7,SILTEPEC,080,20 DE NOVIEMBRE,2,72,34,38,5
CHIAPAS,7,SILTEPEC,080,3 DE MAYO,2,23,12,11,2
CHIAPAS,7,SILTEPEC,080,AÍN KARIM,2,15,7,8,2
CHIAPAS,7,SILTEPEC,080,ÁNGEL DÍAZ,1,18,8,10,1
CHIAPAS,7,SILTEPEC,080,BUENAVISTA,3,103,52,51,5
CHIAPAS,7,SILTEPEC,080,BUENAVISTA ARENAL,2,19,8,11,2
CHIAPAS,7,SILTEPEC,080,CANACALES,3,101,57,44,7
CHIAPAS,7,SILTEPEC,080,CERRO PEROTE,1,9,3,6,1
CHIAPAS,7,SILTEPEC,080,CINCO DE NOVIEMBRE,2,39,16,23,4
CHIAPAS,7,SILTEPEC,080,CIPRESAL,1,51,29,22,3
CHIAPAS,7,SILTEPEC,080,CRUZ DE PIEDRA,5,228,99,129,11
CHIAPAS,7,SILTEPEC,080,CRUZ DE PIEDRA CENTRO,2,43,24,19,4
CHIAPAS,7,SILTEPEC,080,CUMBRE VENTANAS,3,179,73,106,9
CHIAPAS,7,SILTEPEC,080,DOCE DE ABRIL,2,77,43,34,4
CHIAPAS,7,SILTEPEC,080,EL BAJÍO,2,60,31,29,3
CHIAPAS,7,SILTEPEC,080,EL CIPRESAL,2,37,16,21,2
CHIAPAS,7,SILTEPEC,080,EL GUAYABAL,2,51,20,31,3
CHIAPAS,7,SILTEPEC,080,EL LIMÓN LINDAVISTA,2,27,13,14,2
CHIAPAS,7,SILTEPEC,080,EL MADRONAL,1,21,11,10,1
CHIAPAS,7,SILTEPEC,080,EL PALMAR GRANDE,3,433,212,221,19
CHIAPAS,7,SILTEPEC,080,EL PALMARCITO,3,171,79,92,7
CHIAPAS,7,SILTEPEC,080,EL PARRALITO,2,52,24,28,2
CHIAPAS,7,SILTEPEC,080,EL RETIRO,2,58,32,26,3
CHIAPAS,7,SILTEPEC,080,EL RODEO,4,165,84,81,9
CHIAPAS,7,SILTEPEC,080,EL ROSARITO,1,50,19,31,3
CHIAPAS,7,SILTEPEC,080,EL SUSPIRO,2,25,11,14,2
CHIAPAS,7,SILTEPEC,080,ELIM MONTEBELLO,2,18,12,6,2
CHIAPAS,7,SILTEPEC,080,ESCOBILLAL,3,89,43,46,6
CHIAPAS,7,SILTEPEC,080,GETZEMANÍ,1,11,3,8,1
CHIAPAS,7,SILTEPEC,080,GUADALUPE,2,29,14,15,3
CHIAPAS,7,SILTEPEC,080,GUADALUPE VICTORIA,2,87,42,45,5
CHIAPAS,7,SILTEPEC,080,HERMOSILLO,2,43,27,16,3
CHIAPAS,7,SILTEPEC,080,JUAN SABINES,3,25,9,16,3
CHIAPAS,7,SILTEPEC,080,LA ESPERANZA,2,25,13,12,3
CHIAPAS,7,SILTEPEC,080,LA LAGUNA,7,224,113,111,14
CHIAPAS,7,SILTEPEC,080,LA MESITA,2,29,14,15,3
CHIAPAS,7,SILTEPEC,080,LA PAZ DEL ROSARIO,2,64,32,32,5
CHIAPAS,7,SILTEPEC,080,LA SOLEDAD,1,13,5,8,1
CHIAPAS,7,SILTEPEC,080,LA YAYAGUITA,1,4,1,3,1
CHIAPAS,7,SILTEPEC,080,LAGUNA VERDE,1,9,4,5,1
CHIAPAS,7,SILTEPEC,080,LAS BRISAS,3,21,11,10,3
CHIAPAS,7,SILTEPEC,080,LAS CRUCES,6,273,131,142,14
CHIAPAS,7,SILTEPEC,080,LAS MORAS,1,32,15,17,2
CHIAPAS,7,SILTEPEC,080,LAS NUBES,3,87,44,43,6
CHIAPAS,7,SILTEPEC,080,LAS PILAS,3,45,24,21,4
CHIAPAS,7,SILTEPEC,080,LIBERTAD VENTANAS,4,572,279,293,24
CHIAPAS,7,SILTEPEC,080,LOMA BONITA,3,41,23,18,3
CHIAPAS,7,SILTEPEC,080,LOMA LINDA,2,16,10,6,2
CHIAPAS,7,SILTEPEC,080,LOS CIPRESES,2,69,32,37,5
CHIAPAS,7,SILTEPEC,080,LOS JOCOTES,2,18,12,6,2
CHIAPAS,7,SILTEPEC,080,LOS MEZCALES,1,25,15,10,3
CHIAPAS,7,SILTEPEC,080,LOS TULIPANES UNO,1,7,3,4,1
CHIAPAS,7,SILTEPEC,080,MALPASO,3,86,42,44,6
CHIAPAS,7,SILTEPEC,080,MONTE VERDE,1,22,13,9,2
CHIAPAS,7,SILTEPEC,080,NAZARETH,2,17,8,9,2
CHIAPAS,7,SILTEPEC,080,NUEVA INDEPENDENCIA,2,44,23,21,2
CHIAPAS,7,SILTEPEC,080,NUEVA LIBERTAD,3,20,6,14,3
CHIAPAS,7,SILTEPEC,080,NUEVA LUCHA,1,25,12,13,1
CHIAPAS,7,SILTEPEC,080,NUEVO AMANECER LA AVANZADA,1,4,2,2,1
CHIAPAS,7,SILTEPEC,080,NUEVO CHIAPAS,2,13,7,6,2
CHIAPAS,7,SILTEPEC,080,NUEVO EDÉN,2,32,19,13,3
CHIAPAS,7,SILTEPEC,080,NUEVO LAREDO,3,31,14,17,3
CHIAPAS,7,SILTEPEC,080,NUEVO RINCÓN,1,11,5,6,1
CHIAPAS,7,SILTEPEC,080,NUEVO SAN FRANCISCO,2,40,12,28,3
CHIAPAS,7,SILTEPEC,080,NUEVO SILTEPEC,1,5,5,0,1
CHIAPAS,7,SILTEPEC,080,OJO DE AGUA,2,22,16,6,2
CHIAPAS,7,SILTEPEC,080,PIEDRA BLANCA,2,29,18,11,4
CHIAPAS,7,SILTEPEC,080,PINADA PIEDRA VENTANA,1,6,4,2,1
CHIAPAS,7,SILTEPEC,080,PLAN GRANDE,1,28,9,19,1
CHIAPAS,7,SILTEPEC,080,QUINCE DE ABRIL,2,29,13,16,2
CHIAPAS,7,SILTEPEC,080,RINCÓN ESTRELLA,3,31,18,13,3
CHIAPAS,7,SILTEPEC,080,RINCÓN VARITAS,1,5,1,4,1
CHIAPAS,7,SILTEPEC,080,SALTILLO,2,27,13,14,3
CHIAPAS,7,SILTEPEC,080,SAN ANTONIO LA PINADA,7,225,98,127,15
CHIAPAS,7,SILTEPEC,080,SAN BARTOLO,2,33,23,10,2
CHIAPAS,7,SILTEPEC,080,SAN FRANCISCO,3,71,32,39,4
CHIAPAS,7,SILTEPEC,080,SAN JOSÉ OBRERO,2,18,7,11,2
CHIAPAS,7,SILTEPEC,080,SAN LUCAS,2,82,42,40,5
CHIAPAS,7,SILTEPEC,080,SAN LUIS,3,29,14,15,3
CHIAPAS,7,SILTEPEC,080,SANTA ANA,1,4,0,4,1
CHIAPAS,7,SILTEPEC,080,SANTO DOMINGO (LA CASCADA),7,572,279,293,24
CHIAPAS,7,SILTEPEC,080,SILTEPEC,10,1548,756,792,76
CHIAPAS,7,SILTEPEC,080,TOQUIÁN GRANDE,4,283,136,147,17
CHIAPAS,7,SILTEPEC,080,TOQUIANCITO,3,86,34,52,5
CHIAPAS,7,SILTEPEC,080,UNIÓN ALTAMIRA,3,66,38,28,5
CHIAPAS,7,SILTEPEC,080,UNIÓN JUÁREZ,1,17,9,8,2
CHIAPAS,7,SILTEPEC,080,UNIÓN SAN LUCAS,3,99,53,46,6
CHIAPAS,7,SILTEPEC,080,UNIÓN VILLA NUEVA,3,105,59,46,6
CHIAPAS,7,SILTEPEC,080,VADO ANCHO,1,17,8,9,2
CHIAPAS,7,SILTEPEC,080,VEGA DE GUERRERO,3,134,71,63,7
CHIAPAS,7,SILTEPEC,080,VEGA DEL ROSARIO,3,310,155,155,13
CHIAPAS,7,SILTEPEC,080,VICENTE GUERRERO,1,8,4,4,1
CHIAPAS,7,SILTEPEC,080,VILLA HERMOSA GETZEMANÍ,1,5,1,4,1
